normalized_name,clean,staff_evidence,marker,initial_label,label_artifact,n_transcripts,subst_appearances,total_guest_words,first_date,last_date,span_days,n_dates,n_programs,npr_share,wiki_status,generic_name_flag,honorifics,example_transcript_ids
Mike Murphy,False,yes,HOST,False,False,64,3,8010,2004-10-11,2017-09-11,4718.0,19,31,0.109375,unchecked,1,CAPTAIN;CHIEF;COL;MR,NPR-1147;NPR-13644;NPR-27933;NPR-30303;NPR-32545
Jon Wertheim,False,yes,REPORTER,False,False,49,10,8002,2008-07-06,2018-10-10,3748.0,21,19,0.24489795918367346,unchecked,0,MR,NPR-2257;NPR-20883;NPR-23917;NPR-26867;NPR-27483
Jean Lee,False,yes,CORRESPONDENT,False,False,43,8,7895,2014-10-16,2020-02-10,1943.0,43,12,0.20930232558139536,unchecked,0,,NPR-1097;NPR-3901;NPR-8113;NPR-19346;NPR-46767
Aaron Brown,False,yes,ANCHOR,False,False,17,3,7837,2001-10-25,2018-11-02,6217.0,10,8,0.17647058823529413,unchecked,0,MR;REV,NPR-1792;NPR-1819;NPR-38963;CNN-42479;CNN-45734
S. Osbourne,False,no,,True,False,12,4,7819,2002-11-30,2011-12-12,3299.0,5,6,0.0,unchecked,0,,CNN-51103;CNN-63621;CNN-67495;CNN-67697;CNN-71957
Chuck D,False,no,,True,False,28,8,7734,2001-12-18,2020-06-30,6769.0,9,18,0.07142857142857142,unchecked,0,MR,NPR-4211;NPR-39119;CNN-2025;CNN-8718;CNN-8729
Fred Kaplan,False,yes,REPORTING,False,False,23,11,7599,2005-06-16,2016-12-23,4208.0,16,13,0.4782608695652174,unchecked,0,DR;MR,NPR-7559;NPR-7725;NPR-10080;NPR-12681;NPR-15268
Tovia Smith,False,yes,BYLINE,False,False,22,16,7594,2006-06-22,2011-06-22,1826.0,22,4,1.0,unchecked,0,,NPR-1639;NPR-7581;NPR-7668;NPR-17132;NPR-29325
Mike Pesca Reporting,False,no,,False,True,63,4,7537,2005-05-05,2006-08-30,482.0,63,2,1.0,unchecked,0,MR,NPR-7464;NPR-7723;NPR-7741;NPR-13307;NPR-13401
Anthony Shadid,False,yes,CORRESPONDENT,False,False,23,9,7519,2003-11-10,2011-09-05,2856.0,10,11,0.391304347826087,unchecked,0,MR,NPR-1407;NPR-2833;NPR-31082;NPR-32522;NPR-37569
John Phillips,False,yes,HOST,False,False,73,4,7507,2006-10-06,2018-09-28,4375.0,41,19,0.0821917808219178,unchecked,1,MR,NPR-3729;NPR-13765;NPR-16135;NPR-46429;NPR-47318
Loren Jenkins,False,yes,REPORTING,False,False,12,7,7501,2010-07-05,2011-08-23,414.0,11,3,0.9166666666666666,unchecked,0,,NPR-1495;NPR-1923;NPR-2413;NPR-2435;NPR-2765
Callie Crossley,False,yes,COMMENTATOR,False,False,14,10,7476,2005-05-12,2006-06-15,399.0,12,4,0.8571428571428571,unchecked,0,MS,NPR-18090;NPR-45868;NPR-46342;NPR-46378;NPR-46476
Ta-Nehisi Coates,False,yes,CORRESPONDENT,False,False,17,6,7464,2010-12-29,2020-08-28,3530.0,17,7,0.35294117647058826,unchecked,0,MR,NPR-3219;NPR-8570;NPR-12584;NPR-24034;NPR-24501
Emily Harris,False,yes,BYLINE,False,False,19,16,7446,2006-08-23,2018-02-25,4204.0,19,6,0.8947368421052632,unchecked,1,,NPR-8239;NPR-18420;NPR-18781;NPR-26804;NPR-36649
Cynthia Tucker,False,yes,CNN,False,False,50,3,7410,2000-10-18,2013-03-29,4545.0,15,18,0.06,unchecked,0,MS,NPR-379;NPR-7624;NPR-29530;CNN-1290;CNN-1597
Keli Goff,False,yes,COMMENTATOR,False,False,26,3,7370,2008-10-26,2016-02-12,2665.0,11,8,0.11538461538461539,unchecked,0,MS,NPR-5627;NPR-9791;NPR-45889;CNN-121816;CNN-123391
John Hendren,False,yes,CORRESPONDENT,False,False,23,15,7308,2004-11-29,2006-11-14,715.0,22,7,0.8260869565217391,unchecked,0,MR,NPR-18890;NPR-37479;NPR-37491;NPR-37592;NPR-37611
E. Smart,False,no,,True,False,24,8,7094,2003-10-30,2010-12-10,2598.0,3,14,0.0,unchecked,0,,CNN-55588;CNN-55643;CNN-55674;CNN-56035;CNN-56157
C. Reeve,False,no,,True,False,8,5,7092,2010-12-21,2010-12-21,0.0,1,3,0.0,unchecked,0,,CNN-60830;CNN-61336;CNN-92338;CNN-92460;CNN-103627
Brenda Wilson,False,yes,REPORTING,False,False,18,10,7081,2005-07-04,2010-09-19,1903.0,18,5,1.0,unchecked,1,,NPR-5563;NPR-16368;NPR-16641;NPR-32101;NPR-32263
S. Sanders,False,no,,True,False,14,9,7058,2015-12-20,2019-04-23,1220.0,14,6,0.0,unchecked,0,,CNN-271738;CNN-274785;CNN-275836;CNN-275995;CNN-277372
Robin Washington,False,yes,REPORTING,False,False,14,13,6938,2005-12-26,2007-02-06,407.0,13,2,0.9285714285714286,unchecked,0,MR,NPR-2392;NPR-2463;NPR-2550;NPR-3410;NPR-3964
Luke Burbank,False,yes,HOST,False,False,15,14,6929,2006-02-01,2007-03-09,401.0,15,3,1.0,unchecked,0,,NPR-37542;NPR-37866;NPR-37970;NPR-41734;NPR-41821
Marcus Mabry,False,yes,CNN,False,False,23,4,6877,2006-10-30,2009-01-02,795.0,10,10,0.17391304347826086,unchecked,0,MR,NPR-360;NPR-1736;NPR-9106;NPR-12726;CNN-23777
John Campbell,False,yes,CORRESPONDENT,False,False,75,3,6823,2005-11-17,2020-06-22,5331.0,56,24,0.21333333333333335,unchecked,1,GEN;GENERAL;MAJ;MAJOR;MR;OFFICER;REP;REPRESENTATIVE;STATE SENATOR,NPR-168;NPR-15329;NPR-20986;NPR-22295;NPR-22386
Sarah Westwood,False,yes,REPORTER,False,False,35,3,6786,2014-07-07,2020-05-09,2133.0,35,9,0.11428571428571428,unchecked,0,,NPR-13762;NPR-15674;NPR-17188;NPR-18305;CNN-234128
Ronald Kessler,False,yes,CORRESPONDENT,False,False,62,3,6755,2000-12-20,2018-04-03,6313.0,31,28,0.06451612903225806,unchecked,0,MR,NPR-12027;NPR-12476;NPR-17055;NPR-45988;CNN-22055
D. Osmond,False,no,,True,False,13,6,6555,2007-11-14,2011-12-19,1496.0,3,6,0.0,unchecked,0,,CNN-9086;CNN-29439;CNN-106023;CNN-121361;CNN-121412
Hanna Rosin,False,yes,BYLINE,False,False,6,5,6519,2009-02-13,2015-09-02,2392.0,5,5,0.8333333333333334,unchecked,0,MS,NPR-1393;NPR-4162;NPR-8733;NPR-24083;NPR-46170
Buzz Bissinger,False,yes,COMMENTATOR,False,False,24,3,6488,2010-12-28,2015-06-07,1622.0,10,10,0.125,unchecked,0,MR,NPR-1392;NPR-3209;NPR-10494;CNN-92003;CNN-146705
David Gardner,False,yes,HOST,False,False,6,3,6473,2006-06-01,2007-12-06,553.0,3,4,0.5,unchecked,0,MR,NPR-14947;NPR-16497;NPR-18195;CNN-23051;CNN-32621
Todd Boyd,False,yes,COMMENTATOR,False,False,29,10,6454,2005-05-23,2019-07-27,5178.0,19,10,0.41379310344827586,unchecked,0,DR;MR;PROFESSOR,NPR-2402;NPR-3976;NPR-4095;NPR-4296;NPR-4427
P. Ramsey,False,no,,True,False,32,5,6407,2002-11-23,2016-12-28,5149.0,9,16,0.0,unchecked,0,,CNN-5332;CNN-7024;CNN-7378;CNN-8781;CNN-9241
Melissa Harris-Lacewell,False,yes,REPORTING,False,False,24,10,6405,2006-01-23,2010-04-10,1538.0,13,6,0.5,unchecked,0,DR;PROF;PROFESSOR,NPR-937;NPR-1852;NPR-2182;NPR-2312;NPR-2479
Jon Ralston,False,yes,REPORTER,False,False,14,6,6402,2009-10-30,2018-09-23,3250.0,9,7,0.5714285714285714,unchecked,0,MR,NPR-2142;NPR-3842;NPR-5380;NPR-8030;NPR-22826
Franklin Graham,False,yes,CNN,False,False,68,3,6380,2000-12-21,2020-08-27,7189.0,21,35,0.029411764705882353,unchecked,0,REV;REVEREND,NPR-4628;NPR-23065;CNN-22140;CNN-24052;CNN-24076
Rajiv Chandrasekaran,False,yes,CORRESPONDENT,False,False,22,3,6362,2003-11-29,2012-02-29,3014.0,6,12,0.18181818181818182,unchecked,0,MR,NPR-1414;NPR-12794;NPR-35303;NPR-44433;CNN-65342
C. Akers,False,no,,True,False,12,3,6342,,,,0,5,0.0,unchecked,0,,CNN-113683;CNN-113689;CNN-113690;CNN-113691;CNN-113697
Keith Devlin,False,yes,BYLINE,False,False,8,8,6301,2007-11-10,2017-02-11,3381.0,8,3,1.0,unchecked,0,DR;PROFESSOR,NPR-1532;NPR-11521;NPR-12149;NPR-12212;NPR-14122
J. Huntsman,False,no,,True,False,4,4,6297,2012-11-30,2012-11-30,0.0,1,4,0.0,unchecked,0,,CNN-5704;CNN-33203;CNN-179118;CNN-196639
Micheline Maynard,False,yes,CORRESPONDENT,False,False,12,6,6211,2006-01-23,2013-10-24,2831.0,9,7,0.5833333333333334,unchecked,0,MS,NPR-1875;NPR-3669;NPR-5081;NPR-13045;NPR-31208
Vicki Barker,False,yes,BYLINE,False,False,22,11,6203,2008-04-03,2011-09-29,1274.0,22,3,1.0,unchecked,0,,NPR-14373;NPR-28783;NPR-28828;NPR-28896;NPR-30604
Neda Ulaby,False,yes,BYLINE,False,False,20,11,6198,2006-08-23,2010-12-24,1584.0,20,4,1.0,unchecked,0,,NPR-3485;NPR-13532;NPR-16483;NPR-30320;NPR-30691
M. Romney,False,no,,True,False,29,7,6190,2007-12-24,2016-10-01,3204.0,6,9,0.0,unchecked,0,,CNN-49012;CNN-61019;CNN-114707;CNN-115287;CNN-122365
John Ridley,False,yes,BYLINE,False,False,31,4,6159,2005-08-12,2020-06-10,5416.0,12,15,0.1935483870967742,unchecked,0,MR,NPR-3642;NPR-34924;NPR-38740;NPR-39633;NPR-40715
Doualy Xaykaothao,False,yes,BYLINE,False,False,16,8,6123,2008-05-08,2011-03-27,1053.0,16,5,1.0,unchecked,0,,NPR-5364;NPR-6123;NPR-16657;NPR-30833;NPR-32266
J. Kasich,False,no,,True,False,6,3,6108,2016-01-20,2016-04-12,83.0,6,3,0.0,unchecked,0,,CNN-274406;CNN-281122;CNN-281125;CNN-281284;CNN-281309
Tom Goldstein,False,yes,BYLINE,False,False,63,5,6088,2000-11-30,2017-01-31,5906.0,20,24,0.19047619047619047,unchecked,0,MR;PROFESSOR,NPR-12200;NPR-21609;NPR-29540;NPR-29565;NPR-31378
Tom Ricks,False,yes,CORRESPONDENT,False,False,21,6,6039,2009-10-26,2013-03-18,1239.0,13,12,0.3333333333333333,unchecked,0,MR,NPR-611;NPR-2126;NPR-2375;NPR-9262;NPR-14802
Michele Norris,False,yes,HOST,False,False,22,7,6029,2005-05-12,2020-10-04,5624.0,20,7,0.7272727272727273,unchecked,0,,NPR-6811;NPR-12736;NPR-13224;NPR-13236;NPR-32691
L. Anthony,False,no,,True,False,56,4,5933,2008-10-16,2008-12-30,75.0,6,6,0.0,unchecked,0,,CNN-129111;CNN-129159;CNN-129206;CNN-129248;CNN-129486
Libby Lewis,False,yes,REPORTING,False,False,19,11,5862,2005-11-03,2009-03-09,1222.0,19,5,1.0,unchecked,0,,NPR-5439;NPR-7603;NPR-15507;NPR-18487;NPR-19018
David Walker,False,yes,ANCHOR,False,False,64,3,5859,2006-07-12,2018-06-23,4364.0,19,20,0.078125,unchecked,1,BISHOP;DR;GEN;GOV;MAYOR;MR,NPR-6591;NPR-18298;NPR-35211;NPR-38326;NPR-39270
T. Irwin,False,no,,True,False,4,3,5850,,,,0,2,0.0,unchecked,0,,CNN-32427;CNN-113605;CNN-113667;CNN-121141
David Fahrenthold,False,yes,REPORTER,False,False,44,3,5819,2016-09-12,2018-12-19,828.0,44,11,0.06818181818181818,unchecked,0,,NPR-7211;NPR-19800;NPR-20796;CNN-293828;CNN-293857
Gustavo Arellano,False,yes,REPORTING,False,False,13,6,5808,2008-05-21,2018-07-22,3714.0,8,5,0.6153846153846154,unchecked,0,MR,NPR-228;NPR-9791;NPR-15070;NPR-18535;NPR-20928
Daniel Zwerdling,False,yes,HOST,False,False,14,9,5777,2005-12-27,2011-08-08,2050.0,14,6,0.8571428571428571,unchecked,0,,NPR-15192;NPR-18167;NPR-29048;NPR-32590;NPR-34458
Joshua Levs,False,yes,REPORTER,False,False,14,10,5774,2006-01-27,2016-05-14,3760.0,11,6,0.7142857142857143,unchecked,0,,NPR-1948;NPR-2532;NPR-3021;NPR-3454;NPR-3779
Ezra Klein,False,yes,HOST,False,False,8,3,5747,2010-04-27,2020-02-02,3568.0,8,5,0.375,unchecked,0,MR,NPR-2775;NPR-3988;NPR-45041;CNN-299151;CNN-314945
Charlamagne Tha God,False,yes,HOST,False,False,10,4,5735,2019-04-04,2020-10-20,565.0,10,7,0.0,unchecked,0,,CNN-366304;CNN-376423;CNN-376424;CNN-400877;CNN-400956
T. Messner,False,no,,True,False,3,3,5627,,,,0,3,0.0,unchecked,0,,CNN-9025;CNN-33247;CNN-50442
H. Johnson,False,no,,True,False,21,8,5615,2017-11-14,2019-12-18,764.0,21,8,0.0,unchecked,0,,CNN-326006;CNN-328272;CNN-343871;CNN-361535;CNN-375706
Charlie Sykes,False,yes,HOST,False,False,14,10,5590,2016-07-30,2018-10-06,798.0,13,6,0.7857142857142857,unchecked,0,,NPR-3611;NPR-4334;NPR-11646;NPR-15674;NPR-16344
Joseph Shapiro,False,yes,BYLINE,False,False,7,6,5553,2006-10-03,2010-11-17,1506.0,7,3,1.0,unchecked,0,,NPR-3573;NPR-4851;NPR-31651;NPR-36818;NPR-39078
Hadas Gold,False,yes,REPORTER,False,False,20,10,5488,2017-04-20,2019-04-04,714.0,20,5,0.5,unchecked,0,,NPR-3186;NPR-3190;NPR-13889;NPR-15126;NPR-46252
M. Reagan,False,no,,True,False,6,4,5483,2004-12-24,2004-12-24,0.0,1,6,0.0,unchecked,0,,CNN-12021;CNN-13064;CNN-36699;CNN-37394;CNN-90840
Seth Waxman,False,yes,CNN,False,False,29,4,5479,2007-12-06,2019-03-24,4126.0,26,8,0.2413793103448276,unchecked,0,MR,NPR-888;NPR-4154;NPR-12825;NPR-29630;NPR-34120
Allison Samuels,False,yes,CORRESPONDENT,False,False,16,4,5469,2007-05-04,2008-12-26,602.0,9,8,0.25,unchecked,0,MS,NPR-1657;NPR-1771;NPR-10733;NPR-12731;CNN-95323
J. Mccain,False,no,,True,False,29,5,5431,2008-10-17,2020-08-18,4323.0,7,10,0.0,unchecked,0,,CNN-14221;CNN-123066;CNN-123085;CNN-123176;CNN-123853
Jacqueline Charles,False,yes,CORRESPONDENT,False,False,9,8,5412,2010-01-13,2019-02-20,3325.0,9,3,1.0,unchecked,0,MS,NPR-2412;NPR-12995;NPR-13005;NPR-18454;NPR-19327
O. Osbourne,False,no,,True,False,8,4,5403,2002-11-30,2011-10-16,3242.0,2,6,0.0,unchecked,0,,CNN-51103;CNN-63621;CNN-66435;CNN-67495;CNN-67697
Walter Cronkite,False,yes,ANCHOR,False,False,35,4,5396,2001-11-27,2020-02-23,6662.0,12,17,0.2,unchecked,0,MR,NPR-7382;NPR-18362;NPR-36602;NPR-39165;NPR-41446
T. Gore,False,no,,True,False,11,5,5387,2000-10-29,2002-12-22,784.0,5,6,0.0,unchecked,0,,CNN-9160;CNN-13512;CNN-14086;CNN-14151;CNN-16729
Lisa Ling,False,yes,HOST,False,False,52,3,5386,2007-11-10,2017-11-19,3662.0,13,11,0.0,unchecked,0,,CNN-121275;CNN-128076;CNN-138898;CNN-138930;CNN-138971
A. Speaker,False,no,,True,False,10,4,5371,,,,0,4,0.0,unchecked,0,,CNN-117313;CNN-117393;CNN-117395;CNN-117416;CNN-117421
Allison Aubrey,False,yes,BYLINE,False,False,17,9,5327,2006-01-26,2011-08-05,2017.0,17,3,1.0,unchecked,0,,NPR-8818;NPR-29057;NPR-29126;NPR-34355;NPR-35220
Eugene Fidell,False,yes,CNN,False,False,75,3,5294,2001-12-17,2017-11-04,5801.0,34,32,0.13333333333333333,unchecked,0,MR;PROFESSOR,NPR-10005;NPR-16665;NPR-22288;NPR-24772;NPR-28591
Chana Joffe-Walt,False,yes,BYLINE,False,False,15,9,5248,2006-10-10,2010-09-24,1445.0,15,4,1.0,unchecked,0,,NPR-16924;NPR-31851;NPR-32073;NPR-32113;NPR-32277
Wayne Slater,False,yes,REPORTER,False,False,65,3,5224,2000-11-12,2014-07-09,4987.0,9,31,0.046153846153846156,unchecked,0,MR,NPR-3002;NPR-10919;NPR-14547;CNN-11540;CNN-12491
A. King,False,no,,True,False,17,6,5168,2002-10-27,2020-01-31,6305.0,7,11,0.0,unchecked,0,,CNN-60089;CNN-60124;CNN-62203;CNN-63004;CNN-63985
Carol Rosenberg,False,yes,REPORTER,False,False,9,6,5161,2012-01-11,2020-02-10,2952.0,8,6,0.7777777777777778,unchecked,0,,NPR-6954;NPR-9111;NPR-17072;NPR-25352;NPR-26027
J. Eisenhower,False,no,,True,False,6,3,5154,,,,0,5,0.0,unchecked,0,,CNN-13071;CNN-23926;CNN-71978;CNN-73204;CNN-85277
David Corn,False,yes,HOST,False,False,27,3,5115,2000-10-23,2018-07-19,6478.0,10,16,0.14814814814814814,unchecked,0,MR,NPR-7100;NPR-32027;NPR-45294;NPR-45496;CNN-7092
B. Chapman,False,no,,True,False,9,5,5108,2006-11-29,2006-11-29,0.0,1,3,0.0,unchecked,0,,CNN-112435;CNN-112561;CNN-115975;CNN-116052;CNN-117290
Patrick Smith,False,yes,BYLINE,False,False,25,6,5097,2008-04-04,2019-01-18,3941.0,11,14,0.24,unchecked,1,CHIEF;MR,NPR-5638;NPR-7074;NPR-13034;NPR-36990;NPR-40372
Anna Fifield,False,yes,REPORTER,False,False,24,7,5085,2014-09-06,2020-02-16,1989.0,24,7,0.2916666666666667,unchecked,0,,NPR-14778;NPR-20111;NPR-20370;NPR-22672;NPR-25523
John Mercurio,False,yes,CNN,False,False,58,3,5049,2004-10-10,2006-12-14,795.0,11,15,0.05172413793103448,unchecked,0,MR,NPR-42278;NPR-42478;NPR-42547;CNN-81508;CNN-82968
Diane Roberts,False,yes,BYLINE,False,False,15,11,5048,2005-11-20,2011-08-07,2086.0,15,1,1.0,unchecked,0,PROFESSOR,NPR-13630;NPR-15186;NPR-15808;NPR-16146;NPR-16730
Carrie Johnson,False,yes,BYLINE,False,False,22,9,5036,2005-10-13,2011-09-22,2170.0,17,6,0.7272727272727273,unchecked,0,,NPR-13782;NPR-28806;NPR-29630;NPR-29840;NPR-30159
Pat Duggins,False,yes,REPORTING,False,False,4,3,5033,2005-07-30,2011-04-22,2092.0,4,3,1.0,unchecked,0,MR,NPR-2163;NPR-4083;NPR-5383;NPR-40694
Julian Barnes,False,yes,REPORTER,False,False,6,5,4958,2011-05-09,2019-08-29,3034.0,6,3,0.8333333333333334,unchecked,0,MR,NPR-2026;NPR-8283;NPR-9031;NPR-9520;NPR-9753
Leroy Sievers,False,yes,REPORTING,False,False,9,7,4946,2005-07-08,2008-08-18,1137.0,9,2,1.0,unchecked,0,MR,NPR-13358;NPR-17119;NPR-36964;NPR-37409;NPR-38256
Nancy Mullane,False,yes,REPORTING,False,False,12,10,4918,2006-02-19,2008-11-04,989.0,12,5,1.0,unchecked,0,,NPR-1652;NPR-2309;NPR-2734;NPR-3418;NPR-5360
Shane Harris,False,yes,CORRESPONDENT,False,False,26,3,4869,2014-08-31,2020-03-21,2029.0,25,9,0.11538461538461539,unchecked,0,,NPR-15104;NPR-26337;NPR-45734;CNN-208512;CNN-315560
David Pogue,False,yes,REPORTING,False,False,13,9,4841,2005-05-16,2007-08-14,820.0,12,3,0.9230769230769231,unchecked,0,MR,NPR-3246;NPR-6857;NPR-38181;NPR-38971;NPR-39004
Zeke Emanuel,False,yes,CNN,False,False,40,3,4823,2016-05-31,2020-10-22,1605.0,40,11,0.075,unchecked,0,DR,NPR-6966;NPR-9596;NPR-15783;CNN-323413;CNN-323565
Dan Murphy,False,yes,REPORTER,False,False,16,6,4768,2005-07-25,2016-09-28,4083.0,13,8,0.6875,unchecked,1,MR,NPR-14000;NPR-15267;NPR-15370;NPR-15839;NPR-15970
John Nielsen,False,yes,BYLINE,False,False,12,8,4717,2006-02-08,2008-08-15,919.0,12,3,1.0,unchecked,0,,NPR-17152;NPR-17706;NPR-34560;NPR-35219;NPR-35471
Pablo Torre,False,yes,REPORTER,False,False,15,5,4656,2011-07-20,2017-11-23,2318.0,6,5,0.4,unchecked,0,MR,NPR-798;NPR-15058;NPR-15284;NPR-15311;NPR-29179
Xeni Jardin,False,yes,REPORTING,False,False,24,3,4631,2005-10-13,2007-08-16,672.0,8,9,0.20833333333333334,unchecked,0,,NPR-3147;NPR-14074;NPR-45153;NPR-45888;NPR-46963
George P. Bush,False,no,,True,False,48,3,4625,2000-10-17,2018-12-07,6625.0,28,18,0.0,unchecked,0,,CNN-12110;CNN-12218;CNN-12587;CNN-12983;CNN-12992
C. Mccain,False,no,,True,False,22,4,4567,2016-09-14,2018-08-31,716.0,4,11,0.0,unchecked,0,,CNN-12987;CNN-13065;CNN-14221;CNN-14503;CNN-123853
Amy Alexander,False,yes,COMMENTATOR,False,False,8,6,4541,2005-09-05,2007-01-08,490.0,8,1,1.0,unchecked,0,MS,NPR-2711;NPR-4803;NPR-4979;NPR-5118;NPR-45164
Kim Zetter,False,yes,REPORTER,False,False,25,3,4536,2000-10-28,2015-05-17,5314.0,7,9,0.12,unchecked,0,,NPR-7497;NPR-9656;NPR-30636;CNN-817;CNN-2515
C. Brown,False,no,,True,False,10,7,4509,2009-10-29,2009-10-29,0.0,1,4,0.0,unchecked,0,,CNN-124314;CNN-124979;CNN-125449;CNN-125450;CNN-125451
Michael Schmidt,False,yes,REPORTER,False,False,26,4,4478,2012-09-18,2020-10-09,2943.0,18,9,0.19230769230769232,unchecked,0,,NPR-7381;NPR-10279;NPR-14352;NPR-26379;NPR-48503
A. Cooper,False,no,,True,False,16,5,4444,2013-12-31,2020-10-15,2480.0,8,6,0.0,unchecked,0,,CNN-113826;CNN-116008;CNN-154997;CNN-154998;CNN-154999
K. Collins,False,no,,True,False,17,6,4405,2018-09-18,2020-10-20,763.0,14,7,0.0,unchecked,0,,CNN-101747;CNN-101763;CNN-101776;CNN-350371;CNN-350449
Neal Conan,False,yes,HOST,False,False,8,4,4396,2006-06-21,2012-10-18,2311.0,7,4,0.875,unchecked,0,,NPR-1534;NPR-4839;NPR-5993;NPR-7664;NPR-10185
Daniel Schorr Reporting,False,no,,False,True,25,6,4370,2005-05-08,2006-08-30,479.0,25,2,1.0,unchecked,0,,NPR-7195;NPR-18826;NPR-18977;NPR-18981;NPR-19399
J. Berman,False,no,,True,False,15,4,4345,2002-11-12,2020-09-25,6527.0,10,7,0.0,unchecked,0,,CNN-8791;CNN-52337;CNN-59109;CNN-62935;CNN-63258
Michel Martin,False,yes,HOST,False,False,59,4,4333,2006-03-28,2020-06-23,5201.0,57,6,0.1016949152542373,unchecked,0,,NPR-2135;NPR-2141;NPR-3305;NPR-13465;NPR-23488
Thomas Ricks,False,yes,CORRESPONDENT,False,False,21,4,4299,2006-08-07,2017-08-11,4022.0,11,12,0.23809523809523808,unchecked,0,MR,NPR-4394;NPR-16790;NPR-17869;NPR-47729;NPR-48336
Philip Gourevitch,False,yes,CORRESPONDENT,False,False,8,3,4295,2003-10-24,2019-04-09,5646.0,7,6,0.5,unchecked,0,MR,NPR-2033;NPR-11107;NPR-40035;NPR-43853;CNN-78461
J. Rivers,False,no,,True,False,9,4,4285,2005-12-22,2005-12-22,0.0,1,5,0.0,unchecked,0,,CNN-13152;CNN-13923;CNN-100940;CNN-103599;CNN-163067
Nancy Solomon,False,yes,BYLINE,False,False,13,9,4272,2006-04-05,2008-05-30,786.0,13,4,1.0,unchecked,0,,NPR-1073;NPR-16995;NPR-17737;NPR-35026;NPR-35738
P. Castro,False,no,,True,False,21,6,4264,,,,0,11,0.0,unchecked,0,,CNN-206618;CNN-206623;CNN-206626;CNN-206627;CNN-206628
Kathleen Schalch,False,yes,REPORTING,False,False,10,7,4249,2006-05-01,2008-07-16,807.0,10,3,1.0,unchecked,0,,NPR-6069;NPR-7053;NPR-7243;NPR-18329;NPR-36450
David Rennie,False,yes,CORRESPONDENT,False,False,9,4,4234,2016-06-24,2020-07-23,1490.0,9,4,0.5555555555555556,unchecked,0,,NPR-5820;NPR-11003;NPR-16682;NPR-17238;NPR-19260
B. Baldwin,False,no,,True,False,15,5,4222,2010-12-16,2019-05-14,3071.0,9,3,0.0,unchecked,0,,CNN-149770;CNN-157772;CNN-159604;CNN-187871;CNN-188994
Barbara Demick,False,yes,REPORTER,False,False,15,5,4194,2005-07-03,2018-06-11,4726.0,14,9,0.3333333333333333,unchecked,0,MS,NPR-4163;NPR-5219;NPR-29468;NPR-30474;NPR-44068
M. Bish,False,no,,True,False,6,3,4193,2005-12-28,2005-12-28,0.0,1,5,0.0,unchecked,0,,CNN-13243;CNN-34850;CNN-35642;CNN-101150;CNN-101322
Mary Robinson,False,yes,CNN,False,False,37,3,4193,2001-11-14,2020-06-28,6801.0,21,22,0.13513513513513514,unchecked,1,FORMER PRESIDENT;MS;REV,NPR-4276;NPR-15115;NPR-15172;NPR-15280;NPR-44618
Joby Warrick,False,yes,REPORTER,False,False,14,5,4192,2006-04-12,2019-08-20,4878.0,14,9,0.42857142857142855,unchecked,0,MR,NPR-977;NPR-4233;NPR-18839;NPR-21184;NPR-24927
B. Anderson,False,no,,True,False,16,4,4158,2006-10-19,2020-10-15,5110.0,10,5,0.0,unchecked,0,,CNN-95714;CNN-96826;CNN-104137;CNN-104639;CNN-111349
Janet Babin,False,yes,BYLINE,False,False,11,11,4140,2006-04-06,2008-10-21,929.0,11,1,1.0,unchecked,0,MS,NPR-97;NPR-220;NPR-338;NPR-1302;NPR-1303
J. Hawkins,False,no,,True,False,12,3,4139,,,,0,9,0.0,unchecked,0,,CNN-24207;CNN-95502;CNN-95522;CNN-95544;CNN-95550
Kevin Powell,False,yes,COMMENTATOR,False,False,22,4,4136,2000-11-28,2019-08-07,6826.0,16,9,0.2727272727272727,unchecked,1,MR,NPR-25629;NPR-28656;NPR-39399;NPR-47213;NPR-47583
Glenn Kessler,False,yes,CORRESPONDENT,False,False,17,4,4128,2004-10-23,2019-11-24,5510.0,17,11,0.23529411764705882,unchecked,0,MR,NPR-358;NPR-1883;NPR-30946;NPR-44107;CNN-89139
Ari Shavit,False,yes,CORRESPONDENT,False,False,28,5,4093,2004-11-12,2015-05-05,3826.0,13,18,0.17857142857142858,unchecked,0,,NPR-2982;NPR-23374;NPR-24512;NPR-24994;NPR-26847
Adam Burke,False,yes,REPORTING,False,False,7,7,4065,2005-06-17,2009-03-19,1371.0,7,1,1.0,unchecked,0,,NPR-1777;NPR-8243;NPR-8247;NPR-8258;NPR-8630
Mark Bowden,False,yes,CORRESPONDENT,False,False,27,4,4056,2001-12-29,2019-07-14,6406.0,13,17,0.2222222222222222,unchecked,0,MR,NPR-4940;NPR-9502;NPR-9903;NPR-10150;NPR-25359
John Harwood,False,yes,CORRESPONDENT,False,False,33,3,4030,2000-11-26,2020-06-03,7129.0,18,17,0.09090909090909091,unchecked,0,MR,NPR-783;NPR-15340;NPR-17082;CNN-20625;CNN-28149
Josh Rogers,False,yes,BYLINE,False,False,11,6,4013,2008-08-08,2015-07-03,2520.0,9,6,0.8181818181818182,unchecked,0,,NPR-472;NPR-708;NPR-24324;NPR-24612;NPR-39283
Kathie Obradovich,False,yes,REPORTER,False,False,19,3,3992,2005-10-29,2020-02-05,5212.0,17,8,0.21052631578947367,unchecked,0,MS,NPR-708;NPR-9667;NPR-11766;NPR-43442;CNN-122565
